Hours since 1 January 2017 00:00,Measured grid demand (MW)
4522,5684.92
4522.5,5515.87
4523,5366.21
4523.5,5224.34
4524,5111.29
4524.5,5079.19
4525,5076.73
4525.5,5060.15
4526,5152.14
4526.5,5199.84
4527,5281.25
4527.5,5424.12
4528,5636.4
4528.5,5880.15
4529,6236
4529.5,6523.85
4530,6741.36
4530.5,6794.86
4531,6811.73
4531.5,6710.03
4532,6627.83
4532.5,6621.85
4533,6475.1
4533.5,6405.24
4534,6290.15
4534.5,6200.16
4535,6222.77
4535.5,6000.96
4536,5720.74
4536.5,5567.77
4537,5387.45
4537.5,5270.01
4538,5132.94
4538.5,5097.63
4539,5056.67
4539.5,5042.7
4540,5064.92
4540.5,5060.31
4541,5070.65
4541.5,5131.62
4542,5227.1
4542.5,5337.75
4543,5489.33
4543.5,5720.74
4544,5777.48
4544.5,5829.33
4545,5767.63
4545.5,5744.57
4546,5645.53
4546.5,5531.88
4547,5440.51
4547.5,5317.71
4548,5171.79
4548.5,5135.2
4549,5187.91
4549.5,5222.31
4550,5248.64
4550.5,5349.97
4551,5495.45
4551.5,5689.89
4552,5880.25
4552.5,6128.77
4553,6479.91
4553.5,6852.46
4554,7028.92
4554.5,7112.94
4555,7078.16
4555.5,6958.06
4556,6829.52
4556.5,6773.78
4557,6588.77
4557.5,6409.95
4558,6253.3
4558.5,6110.55
4559,6028.88
4559.5,5827.55
4560,5543.1
4560.5,5375.79
4561,5204.35
4561.5,5061.39
4562,4986.73
4562.5,4958.49
4563,4923.6
4563.5,4937.04
4564,4961.32
4564.5,5030.28
4565,5152.54
4565.5,5403.6
4566,5706.62
4566.5,6139.56
4567,6523.82
4567.5,6938.63
4568,7060.39
4568.5,6975.2
4569,6745.41
4569.5,6658.45
4570,6478.08
4570.5,6363.29
4571,6321.27
4571.5,6220.72
4572,6145.27
4572.5,6124.16
4573,6125.73
4573.5,6164.55
4574,6193.41
4574.5,6279.05
4575,6369.89
4575.5,6470.65
4576,6599.45
4576.5,6795.11
4577,7047.76
4577.5,7319.11
4578,7535.35
4578.5,7516.32
4579,7507.41
4579.5,7330
4580,7196.63
4580.5,7101.41
4581,6859.05
4581.5,6689.66
4582,6471.57
4582.5,6306.41
4583,6114.22
4583.5,5901.33
4584,5571.56
4584.5,5402.5
4585,5241.67
4585.5,5072.83
4586,5002.94
4586.5,4944.76
4587,4916.91
4587.5,4904.17
4588,4930.94
4588.5,5034.76
4589,5152.15
4589.5,5427.04
4590,5657.04
4590.5,6123.77
4591,6489.72
4591.5,6894.47
4592,6915.98
4592.5,6748.01
4593,6472.06
4593.5,6267.23
4594,6083.51
4594.5,5941.18
4595,5831.77
4595.5,5740.13
4596,5675.96
4596.5,5659.9
4597,5677.12
4597.5,5759.2
4598,5782.82
4598.5,5891.33
4599,5944.28
4599.5,6019.91
4600,6169.69
4600.5,6400.83
4601,6675.65
4601.5,6989.53
4602,7234.42
4602.5,7077.22
4603,7166.82
4603.5,7168.54
4604,7108.17
4604.5,7073.18
4605,6877.01
4605.5,6673.43
4606,6469.85
4606.5,6274.15
4607,6169.59
4607.5,5948.2
4608,5650.94
4608.5,5498.58
4609,5305.14
4609.5,5141.95
4610,5069.33
4610.5,5023.05
4611,5011.31
4611.5,5012.59
4612,5026.15
4612.5,5102.52
4613,5231.26
4613.5,5514.81
4614,5835.6
4614.5,6272.62
4615,6696.61
4615.5,7067.59
4616,7054.71
4616.5,6843.53
4617,6535.65
4617.5,6283.94
4618,6135.77
4618.5,5959.35
4619,5830.76
4619.5,5711.46
4620,5685.44
4620.5,5678.47
4621,5684.03
4621.5,5756.81
4622,5825.76
4622.5,5903.99
4623,5976.49
4623.5,6008.74
4624,6217.51
4624.5,6387.4
4625,6638.83
4625.5,6973.37
4626,7289.87
4626.5,7362.02
4627,7409.9
4627.5,7259.31
4628,7161.81
4628.5,7075.89
4629,6877.9
4629.5,6730.29
4630,6549.31
4630.5,6434.45
4631,6356.63
4631.5,6111.83
4632,5776.07
4632.5,5573.94
4633,5355.84
4633.5,5233.81
4634,5145.9
4634.5,5063.85
4635,5027.97
4635.5,5042.53
4636,5022.5
4636.5,5117.52
4637,5210.49
4637.5,5479.18
4638,5748.67
4638.5,6229.91
4639,6624.75
4639.5,7021.01
4640,7023.63
4640.5,6829.55
4641,6515.02
4641.5,6318.79
4642,6147.38
4642.5,5966.23
4643,5870.98
4643.5,5765.22
4644,5712.23
4644.5,5746.41
4645,5833.06
4645.5,5854.52
4646,5903.41
4646.5,5968.07
4647,5980.71
4647.5,6077.88
4648,6250.49
4648.5,6453.92
4649,6719.42
4649.5,7001.55
4650,7286.59
4650.5,7444.49
4651,7485.31
4651.5,7362.75
4652,7278.51
4652.5,7269.41
4653,7079.34
4653.5,6875.02
4654,6633.12
4654.5,6450.64
4655,6300.92
4655.5,6082.64
4656,5774.15
4656.5,5584.87
4657,5411.22
4657.5,5288.34
4658,5214.69
4658.5,5126.37
4659,5106.5
4659.5,5105.23
4660,5135.67
4660.5,5201.61
4661,5297.46
4661.5,5562.34
4662,5865.68
4662.5,6328.01
4663,6724.65
4663.5,7109.5
4664,7107.29
4664.5,6913.04
4665,6628.6
4665.5,6422.76
4666,6203.15
4666.5,6006.43
4667,5883.54
4667.5,5816.38
4668,5778.58
4668.5,5833.09
4669,5841.95
4669.5,5841.83
4670,5921.74
4670.5,6002.3
4671,5996.04
4671.5,6021.47
4672,6219.6
4672.5,6454.87
4673,6630.13
4673.5,6870.91
4674,7088.7
4674.5,7095.99
4675,7100.71
4675.5,7010.75
4676,6970.51
4676.5,6897.72
4677,6715.53
4677.5,6619.52
4678,6443.5
4678.5,6338.33
4679,6255.55
4679.5,6093.76
4680,5760.18
4680.5,5569.71
4681,5401.96
4681.5,5217.04
4682,5110.46
4682.5,5034.39
4683,5039.76
4683.5,4980.62
4684,5001.27
4684.5,5020.94
4685,5084.54
4685.5,5230.3
4686,5303.72
4686.5,5505.98
4687,5658.84
4687.5,5947.47
4688,6010.3
4688.5,5984.82
4689,5939.52
4689.5,5878.92
4690,5697.86
4690.5,5592.39
4691,5465.74
4691.5,5360.73
4692,5293.14
4692.5,5268.79
4693,5280.95
4693.5,5343.49
4694,5365.52
4694.5,5388.9
4695,5467.78
4695.5,5567.4
4696,5755.73
4696.5,5993.93
4697,6296.01
4697.5,6545.75
4698,6706.58
4698.5,6713.67
4699,6676.67
4699.5,6545.7
4700,6477.97
4700.5,6386.84
4701,6229.01
4701.5,6133.8
4702,6019.19
4702.5,5957.66
4703,5904.95
4703.5,5776.71
4704,5518.5
4704.5,5343.57
4705,5197.55
4705.5,5060.9
4706,4980.05
4706.5,4924.33
4707,4892.9
4707.5,4848.66
4708,4839.37
4708.5,4876.32
4709,4884.65
4709.5,4975.32
4710,5028.78
4710.5,5130.42
4711,5226.82
4711.5,5420.44
4712,5525.88
4712.5,5631.05
4713,5711.88
4713.5,5591.17
4714,5513.9
4714.5,5513.21
4715,5392.39
4715.5,5247.6
4716,5185.47
4716.5,5166.95
4717,5156.48
4717.5,5142.89
4718,5177.99
4718.5,5252.02
4719,5333.48
4719.5,5469.23
4720,5651.07
4720.5,5868.13
4721,6146.43
4721.5,6506.48
4722,6776.35
4722.5,6878.69
4723,6851.6
4723.5,6663.74
4724,6552.7
4724.5,6507.12
4725,6365.09
4725.5,6212.36
4726,6046.39
4726.5,5911.31
4727,5877.3
4727.5,5740.36
4728,5473.09
4728.5,5267.99
4729,5152.41
4729.5,5038.08
4730,4921.02
4730.5,4885.39
4731,4857.51
4731.5,4846.58
4732,4866.31
4732.5,4939.17
4733,5115.74
4733.5,5386.31
4734,5658.79
4734.5,6097.15
4735,6478.2
4735.5,6789.64
4736,6735.97
4736.5,6537.14
4737,6314.3
4737.5,6164.17
4738,6004.05
4738.5,5861.82
4739,5786.42
4739.5,5714.88
4740,5709.47
4740.5,5720.67
4741,5755.87
4741.5,5780.4
4742,5837.9
4742.5,5876.87
4743,5995.48
4743.5,6070.94
4744,6240.48
4744.5,6427.14
4745,6675.87
4745.5,6913.12
4746,7110.45
4746.5,7153.86
4747,7103.49
4747.5,6974.84
4748,6873.82
4748.5,6791.42
4749,6577.23
4749.5,6412.86
4750,6257.79
4750.5,6129.16
4751,6017.43
4751.5,5828.69
4752,5496.27
4752.5,5308.9
4753,5129.7
4753.5,5015.84
4754,4964.83
4754.5,4871.13
4755,4853.29
4755.5,4850.27
4756,4874.01
4756.5,4966.94
4757,5078.33
4757.5,5344.5
4758,5579.9
4758.5,6023.64
4759,6333.57
4759.5,6658.68
4760,6632.86
4760.5,6429.25
4761,6206.97
4761.5,6024.57
4762,5867.52
4762.5,5741.85
4763,5649.88
4763.5,5553.08
4764,5555.37
4764.5,5538.04
4765,5561.58
4765.5,5593.73
4766,5705.26
4766.5,5804.17
4767,5864.87
4767.5,5925.14
4768,6171.28
4768.5,6360.21
4769,6559.47
4769.5,6744.77
4770,6998.76
4770.5,7034.16
4771,7033.09
4771.5,6906.67
4772,6779.28
4772.5,6710.03
4773,6538.85
4773.5,6354.81
4774,6199.67
4774.5,6050.43
4775,5991.71
4775.5,5741.28
4776,5498.09
4776.5,5289.88
4777,5128.2
4777.5,5001.31
4778,4908.5
4778.5,4853.34
4779,4845.41
4779.5,4799.75
4780,4832.08
4780.5,4898.04
4781,5041.11
4781.5,5278.4
4782,5549.25
4782.5,5956.48
4783,6289.59
4783.5,6589.85
4784,6522.4
4784.5,6282.81
4785,6080.94
4785.5,5889.09
4786,5734.02
4786.5,5586.78
4787,5535.86
4787.5,5461.88
4788,5408.15
4788.5,5359.9
4789,5399.56
4789.5,5434.8
4790,5472.93
4790.5,5578.61
4791,5707.52
4791.5,5853.36
4792,6045.9
4792.5,6270.66
4793,6576.22
4793.5,6919.14
4794,7171.61
4794.5,7300.47
4795,7333.22
4795.5,7223.92
4796,7127.46
4796.5,7063.75
4797,6855.7
4797.5,6661.04
4798,6455.95
4798.5,6256.8
4799,6174.29
4799.5,5979.25
4800,5659.66
4800.5,5420.65
4801,5245.3
4801.5,5110.87
4802,5009.93
4802.5,4993.43
4803,4945.82
4803.5,4912.67
4804,4930.49
4804.5,5006.1
4805,5142.45
4805.5,5406.05
4806,5677.29
4806.5,6223.88
4807,6606.94
4807.5,6964.04
4808,6831.96
4808.5,6557.67
4809,6307.52
4809.5,6083.65
4810,5851.75
4810.5,5692.33
4811,5592.87
4811.5,5525.2
4812,5427.61
4812.5,5403.11
4813,5354.72
4813.5,5339.23
4814,5440.79
4814.5,5502.25
4815,5599.28
4815.5,5743.65
4816,5947.88
4816.5,6162.13
4817,6491.68
4817.5,6776.23
4818,7090.35
4818.5,7246.77
4819,7295.2
4819.5,7227.83
4820,7106.44
4820.5,7123.09
4821,6908.92
4821.5,6688.43
4822,6448.35
4822.5,6322.67
4823,6188.1
4823.5,5974.1
4824,5636.51
4824.5,5471.31
4825,5253.74
4825.5,5124.39
4826,5016.37
4826.5,4989.31
4827,4982.25
4827.5,4981.32
4828,4984.93
4828.5,5081.11
4829,5219.33
4829.5,5507.05
4830,5845.19
4830.5,6357.13
4831,6761.47
4831.5,7154.63
4832,7038.11
4832.5,6756.26
4833,6406.74
4833.5,6181.56
4834,5953.47
4834.5,5760.79
4835,5596.27
4835.5,5548.91
4836,5467.57
4836.5,5413.85
4837,5366.59
4837.5,5390.92
4838,5431.81
4838.5,5486.11
4839,5584.71
4839.5,5712.18
4840,5882.18
4840.5,6120.87
4841,6489.34
4841.5,6762.13
4842,7024.13
4842.5,7136.49
4843,7148.17
4843.5,7079.26
4844,7049.22
4844.5,6999.03
4845,6865.3
4845.5,6737.4
4846,6550.59
4846.5,6472.61
4847,6329.48
4847.5,6114.54
4848,5747.67
4848.5,5533.78
4849,5363.05
4849.5,5196.86
4850,5133.52
4850.5,5059.63
4851,5031.32
4851.5,5033.08
4852,5022.37
4852.5,5048.63
4853,5126.3
4853.5,5241.31
4854,5367.83
4854.5,5582.36
4855,5802.02
4855.5,6127.31
4856,6170.44
4856.5,6150.42
4857,5999.76
4857.5,5881.79
4858,5643.02
4858.5,5439.12
4859,5236.02
4859.5,5100.73
4860,4983.48
4860.5,4929.88
4861,4910.33
4861.5,4880.84
4862,4972.04
4862.5,5023.37
4863,5089.42
4863.5,5264.94
4864,5454.02
4864.5,5696.42
4865,6015.09
4865.5,6340.34
4866,6597.57
4866.5,6717.1
4867,6706.68
4867.5,6632.4
4868,6623.96
4868.5,6538.75
4869,6451.18
4869.5,6312.24
4870,6198.53
4870.5,6145.88
4871,6080.31
4871.5,5890.39
4872,5598.51
4872.5,5405
4873,5291
4873.5,5139.86
4874,5060.34
4874.5,4987.01
4875,4930.5
4875.5,4924.88
4876,4897.06
4876.5,4951.73
4877,5010.81
4877.5,5116.85
4878,5162.45
4878.5,5278.37
4879,5406.5
4879.5,5647.52
4880,5730.94
4880.5,5741.26
4881,5670.23
4881.5,5581.41
4882,5465.83
4882.5,5296.61
4883,5120.05
4883.5,5011.71
4884,4940.3
4884.5,4896.69
4885,4895.4
4885.5,4885.46
4886,4936.25
4886.5,5031.66
4887,5138.57
4887.5,5253.03
4888,5444.64
4888.5,5729.27
4889,6040.41
4889.5,6380.6
4890,6736.63
4890.5,6908.12
4891,6914.54
4891.5,6774.92
4892,6697.09
4892.5,6667.63
4893,6494.24
4893.5,6338.64
4894,6143.36
4894.5,6018
4895,5965.68
4895.5,5768.22
4896,5497.18
4896.5,5296.63
4897,5187.37
4897.5,5059.55
4898,4984.12
4898.5,4981.75
4899,4963.72
4899.5,4983.81
4900,4999.68
4900.5,5055.74
4901,5215.85
4901.5,5484.31
4902,5800.37
4902.5,6325.01
4903,6825.36
4903.5,7203.75
4904,7185.36
4904.5,6902
4905,6514.26
4905.5,6251.43
4906,6052.01
4906.5,5842.7
4907,5685.16
4907.5,5562.97
4908,5518.23
4908.5,5556.76
4909,5510.7
4909.5,5579.37
4910,5590.45
4910.5,5681.31
4911,5764.73
4911.5,5892.24
4912,6044.35
4912.5,6241.07
4913,6521.62
4913.5,6849.86
4914,7178.57
4914.5,7265.46
4915,7286.12
4915.5,7183.72
4916,7102.82
4916.5,7024.56
4917,6800.96
4917.5,6657.31
4918,6435.34
4918.5,6287.13
4919,6194.42
4919.5,6009.11
4920,5647.86
4920.5,5457.52
4921,5294.13
4921.5,5188.62
4922,5031.25
4922.5,4977.46
4923,4974.37
4923.5,4981.73
4924,5009.55
4924.5,5132.56
4925,5302.79
4925.5,5604.94
4926,5950.37
4926.5,6501.02
4927,6967.34
4927.5,7372.91
4928,7189.7
4928.5,6893.56
4929,6559.65
4929.5,6287.12
4930,6053.64
4930.5,5864.51
4931,5706.53
4931.5,5623
4932,5565.11
4932.5,5553.03
4933,5529.13
4933.5,5591.25
4934,5643.92
4934.5,5704.34
4935,5795.04
4935.5,5899.97
4936,6107.01
4936.5,6353.76
4937,6608.53
4937.5,6922.82
4938,7221.05
4938.5,7364.99
4939,7500.71
4939.5,7375.78
4940,7278.43
4940.5,7220.85
4941,7010.25
4941.5,6785.43
4942,6561.12
4942.5,6403.68
4943,6281.08
4943.5,6043.84
4944,5741.07
4944.5,5514.47
4945,5360.62
4945.5,5204.54
4946,5088.81
4946.5,5057.71
4947,5076.91
4947.5,5084.35
4948,5045.14
4948.5,5129.59
4949,5258.65
4949.5,5611.52
4950,5933.77
4950.5,6533.84
4951,6985.58
4951.5,7344.68
4952,7231.45
4952.5,6867.47
4953,6481.02
4953.5,6221.33
4954,5961.43
4954.5,5779.87
4955,5680.87
4955.5,5583.08
4956,5520.9
4956.5,5474.06
4957,5471.36
4957.5,5483.49
4958,5552.81
4958.5,5656.86
4959,5749.81
4959.5,5881.63
4960,6059.17
4960.5,6237.47
4961,6444.34
4961.5,6710.22
4962,6965.94
4962.5,7115.37
4963,7192.52
4963.5,7100.31
4964,6970.64
4964.5,6960.95
4965,6775.34
4965.5,6589.09
4966,6391.54
4966.5,6209.31
4967,6126.46
4967.5,5934.24
4968,5571.33
4968.5,5394.44
4969,5222.3
4969.5,5082.76
4970,4992.35
4970.5,4962.02
4971,4963.58
4971.5,4969.12
4972,4992.17
4972.5,5088.06
4973,5238.39
4973.5,5517.81
4974,5837.87
4974.5,6365.32
4975,6791.09
4975.5,7142.39
4976,7044.6
4976.5,6666.14
4977,6369.92
4977.5,6138.33
4978,5923.42
4978.5,5768.25
4979,5674.35
4979.5,5541.78
4980,5535.22
4980.5,5480.64
4981,5462.38
4981.5,5512.67
4982,5543.27
4982.5,5666.56
4983,5737
4983.5,5835.84
4984,6046.78
4984.5,6224.16
4985,6514.1
4985.5,6756.77
4986,7112.46
4986.5,7246.79
4987,7273.53
4987.5,7154.86
4988,7089.46
4988.5,7029.99
4989,6840.18
4989.5,6656.28
4990,6448.9
4990.5,6293.48
4991,6186.71
4991.5,5978.92
4992,5696.27
4992.5,5494.57
4993,5319.52
4993.5,5196.32
4994,5125.69
4994.5,5077.75
4995,5068.46
4995.5,5037.26
4996,5078.57
4996.5,5183.1
4997,5321
4997.5,5576.27
4998,5862.26
4998.5,6324.56
4999,6790.95
4999.5,7134.85
5000,7006.74
5000.5,6762.6
5001,6529.05
5001.5,6299.95
5002,6106.59
5002.5,5920.81
5003,5888.34
5003.5,5773.42
5004,5713.06
5004.5,5682.33
5005,5665.83
5005.5,5636
5006,5710.88
5006.5,5755.78
5007,5840.07
5007.5,5941.77
5008,6080.16
5008.5,6312.35
5009,6566.76
5009.5,6751.22
5010,6925.59
5010.5,6930.04
5011,6933.19
5011.5,6848.01
5012,6745.61
5012.5,6652.27
5013,6540.11
5013.5,6371.04
5014,6217.67
5014.5,6117.99
5015,6074.42
5015.5,5909.34
5016,5619.37
5016.5,5479.26
5017,5310.26
5017.5,5211.85
5018,5097.24
5018.5,5112.92
5019,5080.64
5019.5,5055.52
5020,5043.71
5020.5,5078.86
5021,5122
5021.5,5261.94
5022,5378.17
5022.5,5564.27
5023,5721.3
5023.5,5976.69
5024,6015.78
5024.5,5955.55
5025,5870.1
5025.5,5774.26
5026,5601.36
5026.5,5411.41
5027,5310.08
5027.5,5187.07
5028,5090.93
5028.5,5081.21
5029,5088.24
5029.5,5062.08
5030,5101.7
5030.5,5148.24
5031,5234.1
5031.5,5392.47
5032,5618.72
5032.5,5851.56
5033,6143.73
5033.5,6385.92
5034,6576.68
5034.5,6723.41
5035,6731
5035.5,6556.93
5036,6526.89
5036.5,6508.64
5037,6375.84
5037.5,6280.99
5038,6110.72
5038.5,6054.49
5039,5998.24
5039.5,5842.72
5040,5606.33
5040.5,5466.68
5041,5313
5041.5,5134.3
5042,5060.91
5042.5,5028.05
5043,4973.82
5043.5,4970.3
5044,4953.61
5044.5,5015.79
5045,5054.94
5045.5,5121.4
5046,5232.64
5046.5,5388.7
5047,5557.54
5047.5,5770.99
5048,5788.02
5048.5,5817.82
5049,5773.91
5049.5,5693.35
5050,5556.89
5050.5,5431.09
5051,5261.76
5051.5,5178.94
5052,5065.79
5052.5,5000.01
5053,4955.87
5053.5,5010.31
5054,5101.61
5054.5,5186.18
5055,5264.9
5055.5,5428.57
5056,5642.84
5056.5,5883.5
5057,6164.02
5057.5,6464.24
5058,6776.93
5058.5,6939.8
5059,6911.96
5059.5,6763.74
5060,6712.3
5060.5,6673.93
5061,6467.64
5061.5,6312.61
5062,6130.89
5062.5,6038.72
5063,5962.77
5063.5,5780.03
5064,5488.16
5064.5,5305.21
5065,5220.08
5065.5,5123.55
5066,5049.51
5066.5,4975.14
5067,4956.44
5067.5,4957.14
5068,4975.04
5068.5,5087.12
5069,5209.27
5069.5,5472.25
5070,5787.04
5070.5,6249.24
5071,6652.84
5071.5,6990.18
5072,6949.14
5072.5,6721.34
5073,6461.49
5073.5,6310.6
5074,6121.68
5074.5,5962.5
5075,5870.08
5075.5,5799.72
5076,5769.18
5076.5,5784.72
5077,5802.58
5077.5,5820.25
5078,5839.69
5078.5,5903.25
5079,5995.08
5079.5,6117.27
5080,6290.93
5080.5,6466.79
5081,6700.38
5081.5,6932.15
5082,7184.16
5082.5,7271.21
5083,7269
5083.5,7078.83
5084,7050.18
5084.5,6964.74
5085,6761.87
5085.5,6567.47
5086,6381.38
5086.5,6271.9
5087,6168.8
5087.5,5939.09
5088,5643.76
5088.5,5468.02
5089,5320.28
5089.5,5169.84
5090,5121.62
5090.5,5067.27
5091,5064.85
5091.5,5078.44
5092,5092.7
5092.5,5156.52
5093,5272.33
5093.5,5550.16
5094,5832.11
5094.5,6280.89
5095,6650.98
5095.5,6912.23
5096,6790.65
5096.5,6559.84
5097,6311.93
5097.5,6159.5
5098,5965.98
5098.5,5839.54
5099,5693.29
5099.5,5585.54
5100,5526.73
5100.5,5450.19
5101,5408.77
5101.5,5477.82
5102,5533.61
5102.5,5689.45
5103,5766.31
5103.5,5931.06
5104,6072.58
5104.5,6318.75
5105,6629.27
5105.5,6921.29
5106,7208.31
5106.5,7321.47
5107,7337.64
5107.5,7245.95
5108,7193.7
5108.5,7120.41
5109,6917.07
5109.5,6688.46
5110,6522.47
5110.5,6366.52
5111,6225.48
5111.5,6045.57
5112,5729.97
5112.5,5514.73
5113,5391.87
5113.5,5243.71
5114,5148.52
5114.5,5054.12
5115,5040.53
5115.5,5059.83
5116,5091.65
5116.5,5157.53
5117,5322.27
5117.5,5553.26
5118,5921.44
5118.5,6376.88
5119,6755.47
5119.5,7117.63
5120,7035.08
5120.5,6722.12
5121,6390.98
5121.5,6150.85
5122,5964.29
5122.5,5770.16
5123,5708.05
5123.5,5611.57
5124,5539.94
5124.5,5489.63
5125,5547.92
5125.5,5584.75
5126,5687.4
5126.5,5737.24
5127,5804.08
5127.5,5898.57
5128,6098.71
5128.5,6322.55
5129,6588.8
5129.5,6875.15
5130,7173.71
5130.5,7265.16
5131,7302.7
5131.5,7181.64
5132,7111.52
5132.5,7045.03
5133,6833.21
5133.5,6705.8
5134,6468.01
5134.5,6275.58
5135,6120.81
5135.5,5922.23
5136,5611.92
5136.5,5414.01
5137,5278.35
5137.5,5112.72
5138,5031.45
5138.5,5022.04
5139,5025.41
5139.5,5040.59
5140,5060.52
5140.5,5161.82
5141,5253.6
5141.5,5461.13
5142,5806.54
5142.5,6273.23
5143,6603.54
5143.5,6890.09
5144,6707.89
5144.5,6477.77
5145,6235.8
5145.5,6033.88
5146,5881.55
5146.5,5762.04
5147,5692.03
5147.5,5657.69
5148,5656.22
5148.5,5745.1
5149,5780.51
5149.5,5811.54
5150,5855.38
5150.5,5918.41
5151,5943.47
5151.5,6015.96
5152,6203.23
5152.5,6340.11
5153,6559.9
5153.5,6757.87
5154,7021.49
5154.5,7164.51
5155,7236.09
5155.5,7130.73
5156,7029.99
5156.5,6988.17
5157,6756.81
5157.5,6552.75
5158,6304.37
5158.5,6217.19
5159,6098.86
5159.5,5896.83
5160,5601.83
5160.5,5423.2
5161,5216.98
5161.5,5084.85
5162,5018.73
5162.5,4996.85
5163,4968.5
5163.5,4959.75
5164,4990.81
5164.5,5071.44
5165,5137.7
5165.5,5374.42
5166,5684.99
5166.5,6011.66
5167,6391.1
5167.5,6666.14
5168,6593.04
5168.5,6357.72
5169,6128.14
5169.5,5987.19
5170,5833.37
5170.5,5741.39
5171,5613.25
5171.5,5504.29
5172,5462.67
5172.5,5406.9
5173,5427.42
5173.5,5478.69
5174,5537.49
5174.5,5613.44
5175,5671.22
5175.5,5822.01
5176,6011.93
5176.5,6190.57
5177,6413
5177.5,6654.6
5178,6879.11
5178.5,6971.19
5179,6980.98
5179.5,6872.6
5180,6798.59
5180.5,6759.39
5181,6619.69
5181.5,6501.31
5182,6318.83
5182.5,6200.48
5183,6124.33
5183.5,5977.67
5184,5665.01
5184.5,5465.26
5185,5301.17
5185.5,5178.77
5186,5111.56
5186.5,5004.66
5187,4963.14
5187.5,4903.08
5188,4926.17
5188.5,4970.1
5189,5012.43
5189.5,5113.87
5190,5297.62
5190.5,5454.82
5191,5631.99
5191.5,5852.74
5192,5897.31
5192.5,5903.23
5193,5812.82
5193.5,5708.05
5194,5508
5194.5,5378.48
5195,5235.06
5195.5,5098.99
5196,5036.34
5196.5,5006.29
5197,4958.58
5197.5,4936.21
5198,5003.1
5198.5,5105.19
5199,5198.97
5199.5,5356.56
5200,5496.84
5200.5,5731.83
5201,6000.85
5201.5,6276.11
5202,6544.73
5202.5,6696.6
5203,6677.37
5203.5,6584.17
5204,6513.99
5204.5,6507.97
5205,6366.28
5205.5,6256.13
5206,6115.31
5206.5,6080.83
5207,6050.08
5207.5,5852.05
5208,5551.11
5208.5,5387.03
5209,5276.59
5209.5,5121.73
5210,5071.4
5210.5,4981.69
5211,4941.82
5211.5,4939.32
5212,4910.33
5212.5,4964.73
5213,4988.37
5213.5,5038.89
5214,5128.45
5214.5,5250.33
5215,5400.46
5215.5,5675.16
5216,5757.54
5216.5,5895.67
5217,5905.82
5217.5,5791.38
5218,5639.55
5218.5,5576.99
5219,5379.37
5219.5,5268.72
5220,5266.73
5220.5,5193.8
5221,5104.74
5221.5,5093.64
5222,5124.29
5222.5,5207.35
5223,5302.08
5223.5,5476.02
5224,5714.21
5224.5,5967.09
5225,6253.5
5225.5,6554.5
5226,6725.91
5226.5,6801.86
5227,6751.95
5227.5,6672.51
5228,6580.87
5228.5,6497.86
5229,6328.34
5229.5,6135.08
5230,5935.74
5230.5,5868.64
5231,5824.77
5231.5,5686.36
5232,5413.5
5232.5,5217.58
5233,5110.1
5233.5,4984.44
5234,4899.73
5234.5,4841.09
5235,4846.22
5235.5,4845.36
5236,4868.15
5236.5,4955.96
5237,5042.55
5237.5,5286.36
5238,5504.49
5238.5,5956.53
5239,6305.19
5239.5,6667.37
5240,6734.06
5240.5,6581.42
5241,6316.73
5241.5,6185.47
5242,6014.26
5242.5,5975.03
5243,5926.73
5243.5,5816
5244,5756.81
5244.5,5725.35
5245,5773.99
5245.5,5776.47
5246,5840.2
5246.5,5876.81
5247,5953.39
5247.5,6059.05
5248,6255.52
5248.5,6438.64
5249,6658.23
5249.5,6848.26
5250,7068.38
5250.5,7163.05
5251,7189.72
5251.5,7077.14
5252,6986.13
5252.5,6951.75
5253,6714.6
5253.5,6515.64
5254,6322.24
5254.5,6181.35
5255,6063.29
5255.5,5893.63
5256,5589.71
5256.5,5413.71
5257,5228.64
5257.5,5093.82
5258,5023.62
5258.5,4989.7
5259,4986.22
5259.5,4971.56
5260,4955.7
5260.5,5022.96
5261,5196.93
5261.5,5435.93
5262,5748.12
5262.5,6195.18
5263,6534.6
5263.5,6828.83
5264,6728.43
5264.5,6443.76
5265,6182.36
5265.5,5936.65
5266,5762.61
5266.5,5599.01
5267,5515.65
5267.5,5408.1
5268,5438.42
5268.5,5428.15
5269,5398.05
5269.5,5427.01
5270,5475.71
5270.5,5587.72
5271,5685.75
5271.5,5775.3
5272,5972.9
5272.5,6264.47
5273,6554.76
5273.5,6809.35
5274,7114.39
5274.5,7238.97
5275,7318.29
5275.5,7172.87
5276,7090.5
5276.5,7046.16
5277,6839.93
5277.5,6691.34
5278,6508.37
5278.5,6304.5
5279,6181.97
5279.5,5956.42
5280,5656.65
5280.5,5490.34
5281,5339.97
5281.5,5210.24
5282,5132.57
5282.5,5086.67
5283,5063.67
5283.5,5032.37
5284,5040.43
5284.5,5135.42
5285,5287.83
5285.5,5581.18
5286,5902.35
5286.5,6371.46
5287,6740.98
5287.5,7048.11
5288,6919.18
5288.5,6573.74
5289,6307.92
5289.5,6087.67
5290,5871.41
5290.5,5686.78
5291,5545.64
5291.5,5477.77
5292,5451.51
5292.5,5444.25
5293,5401.5
5293.5,5406.53
5294,5472.22
5294.5,5558.28
5295,5603.75
5295.5,5723.27
5296,5930.31
5296.5,6194.08
5297,6474.68
5297.5,6705.03
5298,6961.33
5298.5,7130.68
5299,7218.3
5299.5,7099.61
